# Nx=          36 Ny=           9 Jd=  -1.73205080756888       -1.73205080756888             3600        8000
       1      18   1       -0.006486416           0.004853201           0.005247051
      10      27   2       -0.007427366           0.002276753           0.003105978
      19      36   3       -0.007480605           0.006490900           0.005565633
      28      45   4       -0.021726312           0.014431573           0.009545507
      37      54   5       -0.016239206           0.006512783           0.009545507
      46      63   6       -0.030065263           0.006512783           0.009545507
      55      72   7       -0.034636615           0.016471523           0.017480636
      64      81   8       -0.033696037           0.021738160           0.020071560
      73      90   9       -0.035341270           0.016820158           0.014895695
      82      99  10       -0.038571555           0.025129787           0.022363662
      91     108  11       -0.039638960           0.015745803           0.014897722
     100     117  12       -0.037678546           0.023461911           0.023254888
     109     126  13       -0.039939568           0.018451041           0.016980151
     118     135  14       -0.042065129           0.023411389           0.021387627
     127     144  15       -0.039983749           0.017826885           0.016111510
     136     153  16       -0.040766215           0.024274309           0.022539485
     145     162  17       -0.039391183           0.015108924           0.013909661
     154     171  18       -0.033378141           0.022206783           0.015637674
     163     180  19       -0.037397302           0.015865428           0.012689417
     172     189  20       -0.028491895           0.013139529           0.012781616
     181     198  21       -0.029791103           0.009977887           0.010772474
     190     207  22       -0.009296633           0.006907231           0.006755281
     199     216  23       -0.021596108           0.007640330           0.007278619
     208     225  24       -0.012603703           0.000116761           0.000994166
     217     234  25       -0.010123131           0.005979653           0.005010949
     226     243  26       -0.006179361           0.000188843          -0.001066530
     235     252  27       -0.003371854           0.003499661           0.003868028
     244     261  28       -0.006038031           0.000518912           0.000773978
     253     270  29       -0.000540026           0.001298127           0.000936434
     262     279  30       -0.002051033           0.000443283           0.000786408
     271     288  31       -0.002479105           0.001038534           0.001798552
     280     297  32       -0.005102394          -0.002302192           0.000980125
     289     306  33       -0.003130795           0.002075571           0.002682683
     298     315  34       -0.002061565          -0.000671846          -0.000980296
     307     324  35        0.000433476           0.001849031           0.001213734
