
0 0.00
0.01 0.00
0.02 0.002753
0.025  0.98823
0.030    1.992122324 
0.035     1.990936247   
0.040       1.992143501 
0.045      1.990964096  
0.050       1.992189801  
0.055       1.991164861
0.06   1.992134557  
0.065  0.01213345 
0.07  0.0045343 
0.08  0.0012892
0.10  0.0012380
